"Module"	"Gene1"	"Gene2"
"M1"	"SIK1"	"ARRB2"
"M1"	"SIK1"	"KRTAP12-1"
"M1"	"SIK1"	"DNAJC6"
"M1"	"CEBPA"	"FAIM2"
"M1"	"CEBPA"	"DGCR14"
"M1"	"CEBPA"	"PTP4A1"
"M1"	"CEBPA"	"CCDC71"
"M1"	"CEBPA"	"RUSC2"
"M1"	"CEBPA"	"RCAN1"
"M1"	"CEBPA"	"MBIP"
"M1"	"CEBPA"	"MAK16"
"M1"	"CEBPA"	"SPEF1"
"M1"	"CEBPA"	"KATNBL1"
"M1"	"EME2"	"MRPS12"
"M1"	"EME2"	"VLDLR"
"M1"	"EME2"	"GCGR"
"M1"	"EME2"	"UMOD"
"M1"	"EME2"	"CASKIN1"
"M1"	"EME2"	"OBSL1"
"M1"	"EME2"	"SLC22A16"
"M1"	"EME2"	"FANCB"
"M1"	"EME2"	"TRIM71"
"M1"	"EME2"	"STARD9"
"M1"	"EME2"	"NCOA2"
"M1"	"EME2"	"KLK1"
"M1"	"EME2"	"F7"
"M1"	"EME2"	"DOK3"
"M1"	"EME2"	"KIT"
"M1"	"EME2"	"KCTD12"
"M1"	"EME2"	"SLC17A1"
"M1"	"EME2"	"STAB1"
"M1"	"EME2"	"RNF39"
"M1"	"EME2"	"WBP5"
"M1"	"EME2"	"CD226"
"M1"	"EME2"	"TAF12"
"M1"	"EME2"	"SNRNP27"
"M1"	"EME2"	"LSAMP"
"M1"	"EME2"	"DEDD"
"M1"	"EME2"	"ABCE1"
"M1"	"EME2"	"SLAIN2"
"M1"	"EME2"	"RUSC1"
"M1"	"EME2"	"TAPBP"
"M1"	"EME2"	"LRPAP1"
"M1"	"EME2"	"KLC2"
"M1"	"EME2"	"SGCG"
"M1"	"EME2"	"PIAS4"
"M1"	"EME2"	"GTF3A"
"M1"	"EME2"	"TRPV6"
"M1"	"EME2"	"CBLC"
"M1"	"EME2"	"ELN"
"M1"	"EME2"	"SS18"
"M1"	"EME2"	"BCAP29"
"M1"	"EME2"	"MSRB1"
"M1"	"EME2"	"FGF8"
"M1"	"EME2"	"BHLHB9"
"M1"	"EME2"	"PTP4A1"
"M1"	"EME2"	"PABPC3"
"M1"	"EME2"	"CYB5R1"
"M1"	"EME2"	"VPS37D"
"M1"	"EME2"	"DCAF13"
"M1"	"EME2"	"ARL6IP1"
"M1"	"EME2"	"DDR1"
"M1"	"EME2"	"ATP6V1G1"
"M1"	"EME2"	"MAPK9"
"M1"	"EME2"	"MTHFD1L"
"M1"	"EME2"	"ARHGAP36"
"M1"	"EME2"	"STK19"
"M1"	"EME2"	"TNNT3"
"M1"	"EME2"	"NPAT"
"M1"	"EME2"	"MPP2"
"M1"	"EME2"	"PROP1"
"M1"	"EME2"	"SHPRH"
"M1"	"EME2"	"HMGN1"
"M1"	"EME2"	"ALYREF"
"M1"	"EME2"	"MLH3"
"M1"	"EME2"	"SERPINB6"
"M1"	"EME2"	"CDK18"
"M1"	"EME2"	"SEPP1"
"M1"	"EME2"	"TPI1"
"M1"	"EME2"	"MXI1"
"M1"	"EME2"	"MPHOSPH8"
"M1"	"EME2"	"FASTKD3"
"M1"	"EME2"	"DDX51"
"M1"	"EME2"	"DHRS13"
"M1"	"EME2"	"MICALL2"
"M1"	"EME2"	"ART3"
"M1"	"EME2"	"EGR2"
"M1"	"EME2"	"HEATR1"
"M1"	"EME2"	"SORCS3"
"M1"	"EME2"	"IGSF22"
"M1"	"EME2"	"HUNK"
"M1"	"EME2"	"CCDC132"
"M1"	"EME2"	"SRSF6"
"M1"	"EME2"	"TRIM4"
"M1"	"EME2"	"FAM104B"
"M1"	"EME2"	"KLHL14"
"M1"	"EME2"	"DOLK"
"M1"	"EME2"	"SMC4"
"M1"	"EME2"	"MTMR1"
"M1"	"EME2"	"EHMT1"
"M1"	"EME2"	"TMEM109"
"M1"	"EME2"	"MX2"
"M1"	"EME2"	"ATL3"
"M1"	"EME2"	"CRCP"
"M1"	"EME2"	"DHRS12"
"M1"	"EME2"	"MED23"
"M1"	"PRPS1"	"WISP1"
"M1"	"PSMB6"	"MOXD1"
"M1"	"PSMB6"	"TOR1AIP2"
"M1"	"PSMB6"	"TUBA1C"
"M1"	"PSMB6"	"CES1"
"M1"	"PSMB6"	"UTY"
"M1"	"OAZ3"	"SORBS2"
"M1"	"OAZ3"	"USP2"
"M1"	"OAZ3"	"PARD3B"
"M1"	"TRADD"	"PTN"
"M1"	"TRADD"	"HDAC10"
"M1"	"TRADD"	"USP2"
"M1"	"TRADD"	"ENPP2"
"M1"	"TUB"	"UPK2"
"M1"	"TUB"	"NISCH"
"M1"	"TUB"	"MYO1F"
"M1"	"TUB"	"MBTD1"
"M1"	"TUB"	"GATA3"
"M1"	"TUB"	"SERPING1"
"M1"	"TUB"	"CCR5"
"M1"	"TUB"	"IRF7"
"M1"	"TUB"	"SNCB"
"M1"	"TUB"	"ATRNL1"
"M1"	"TUB"	"EPHA5"
"M1"	"TUB"	"AK5"
"M1"	"TUB"	"TERT"
"M1"	"TUB"	"EIF4E3"
"M1"	"TUB"	"PPFIA2"
"M1"	"TUB"	"POU3F4"
"M1"	"TUB"	"AMIGO3"
"M1"	"TUB"	"TRHDE"
"M1"	"TUB"	"ZFP91"
"M1"	"TUB"	"MAPK8"
"M1"	"TUB"	"ZFR"
"M1"	"TUB"	"PHACTR4"
"M1"	"TUB"	"PKD2"
"M1"	"TUB"	"MAGEB18"
"M1"	"TUB"	"CEP97"
"M1"	"TUB"	"EPS15"
"M1"	"TUB"	"PRX"
"M1"	"TUB"	"TTF1"
"M1"	"TUB"	"HPRT1"
"M1"	"TUB"	"SEL1L"
"M1"	"TUB"	"SMARCE1"
"M1"	"TUB"	"TMED1"
"M1"	"TUB"	"PTP4A1"
"M1"	"TUB"	"BCL6B"
"M1"	"TUB"	"CXCR2"
"M1"	"TUB"	"COMMD9"
"M1"	"TUB"	"PAFAH1B3"
"M1"	"TUB"	"MYOZ1"
"M1"	"TUB"	"ZNF251"
"M1"	"TUB"	"SLC22A1"
"M1"	"TUB"	"NT5E"
"M1"	"TUB"	"CHD7"
"M1"	"TUB"	"GPR12"
"M1"	"TUB"	"PARL"
"M1"	"TUB"	"ARL3"
"M1"	"TUB"	"FTCD"
"M1"	"TUB"	"NRXN1"
"M1"	"TUB"	"BOP1"
"M1"	"TUB"	"GAS2L2"
"M1"	"TUB"	"SCMH1"
"M1"	"TUB"	"ETHE1"
"M1"	"TUB"	"ZNRD1"
"M1"	"TUB"	"HRNR"
"M1"	"TUB"	"INHBE"
"M1"	"TUB"	"TBCE"
"M1"	"TUB"	"MAK16"
"M1"	"FBN2"	"CBX1"
"M1"	"FBN2"	"KCNJ5"
"M1"	"FBN2"	"HRH3"
"M1"	"FBN2"	"DNAJC11"
"M1"	"FBN2"	"NES"
"M1"	"FBN2"	"CARD9"
"M1"	"FBN2"	"RPLP1"
"M1"	"FBN2"	"FLT4"
"M1"	"FBN2"	"CTGF"
"M1"	"FBN2"	"ESCO2"
"M1"	"FBN2"	"ADRB2"
"M1"	"FBN2"	"RNF40"
"M1"	"FBN2"	"CCAR1"
"M1"	"FBN2"	"ERCC8"
"M1"	"FBN2"	"LAGE3"
"M1"	"FBN2"	"RAD21L1"
"M1"	"NUDT19"	"MSI2"
"M1"	"NUDT19"	"STAB1"
"M1"	"NUDT19"	"HIPK3"
"M1"	"NUDT19"	"CBLN4"
"M1"	"NPAS2"	"BUB1"
"M1"	"NPAS2"	"STAB1"
"M1"	"NPAS2"	"CACNA1D"
"M1"	"NPAS2"	"LPP"
"M1"	"CRAT"	"UTY"
"M1"	"CRAT"	"PLK2"
"M1"	"U2AF1"	"SNRPB2"
"M1"	"U2AF1"	"MASP2"
"M1"	"U2AF1"	"ATXN3"
"M1"	"U2AF1"	"TRIM22"
"M1"	"U2AF1"	"PGC"
"M1"	"U2AF1"	"SLC25A3"
"M1"	"U2AF1"	"E2F4"
"M1"	"U2AF1"	"PLS3"
"M1"	"U2AF1"	"CSRNP1"
"M1"	"U2AF1"	"WFDC5"
"M1"	"U2AF1"	"RINT1"
"M1"	"U2AF1"	"TMED1"
"M1"	"U2AF1"	"PTP4A1"
"M1"	"U2AF1"	"SATB1"
"M1"	"U2AF1"	"MRPL39"
"M1"	"U2AF1"	"HINT1"
"M1"	"U2AF1"	"CA11"
"M1"	"U2AF1"	"RELT"
"M1"	"U2AF1"	"KLF1"
"M1"	"U2AF1"	"TMOD3"
"M1"	"U2AF1"	"PRLR"
"M1"	"U2AF1"	"NUF2"
"M1"	"U2AF1"	"TPI1"
"M1"	"U2AF1"	"TWSG1"
"M1"	"U2AF1"	"SLC25A17"
"M1"	"U2AF1"	"PRCC"
"M1"	"U2AF1"	"FASTKD3"
"M1"	"U2AF1"	"ZNF3"
"M1"	"U2AF1"	"POLB"
"M1"	"U2AF1"	"DYNC1H1"
"M1"	"U2AF1"	"RTN2"
"M1"	"U2AF1"	"FOXA2"
"M1"	"U2AF1"	"TET2"
"M1"	"U2AF1"	"SIN3B"
"M1"	"ARL2BP"	"UMOD"
"M1"	"ARL2BP"	"RRP8"
"M1"	"ARL2BP"	"MRPS30"
"M1"	"ARL2BP"	"CDC23"
"M1"	"ARL2BP"	"GPT"
"M1"	"ARL2BP"	"ZNF689"
"M1"	"ARL2BP"	"AHRR"
"M1"	"ARL2BP"	"CBLL1"
"M1"	"ARL2BP"	"PLK2"
"M1"	"ARL2BP"	"CRP"
"M1"	"ARL2BP"	"WISP1"
"M1"	"ARL2BP"	"PATE3"
"M1"	"ARL2BP"	"ARFRP1"
"M1"	"ARL2BP"	"PPP6R3"
"M1"	"ARL2BP"	"HLA-A"
"M1"	"ARL2BP"	"ITGAV"
"M1"	"ARL2BP"	"MBNL2"
"M1"	"ARL2BP"	"TRHR"
"M1"	"ARL2BP"	"ZNF516"
"M1"	"ARL2BP"	"DUSP23"
"M1"	"ARL2BP"	"NOSTRIN"
"M1"	"ARL2BP"	"ZMAT5"
"M1"	"ARL2BP"	"C1orf86"
"M1"	"ARL2BP"	"MAPKBP1"
"M1"	"ARL2BP"	"ECHDC2"
"M1"	"GRIN3B"	"AHRR"
"M1"	"GRIN3B"	"ZNF593"
"M1"	"DPYSL4"	"PPP2R5B"
"M1"	"DPYSL4"	"DDX42"
"M1"	"DPYSL4"	"EIF3K"
"M1"	"DPYSL4"	"MYO1F"
"M1"	"DPYSL4"	"KAT8"
"M1"	"DPYSL4"	"RASSF5"
"M1"	"DPYSL4"	"COG1"
"M1"	"DPYSL4"	"RNF43"
"M1"	"DPYSL4"	"HMGA2"
"M1"	"DPYSL4"	"HAO2"
"M1"	"DPYSL4"	"SNRPN"
"M1"	"DPYSL4"	"GAS8"
"M1"	"DPYSL4"	"ABCE1"
"M1"	"DPYSL4"	"NAA16"
"M1"	"DPYSL4"	"PHACTR4"
"M1"	"DPYSL4"	"OMG"
"M1"	"DPYSL4"	"IL18"
"M1"	"DPYSL4"	"ALDH2"
"M1"	"DPYSL4"	"GALC"
"M1"	"DPYSL4"	"APBB1IP"
"M1"	"DPYSL4"	"PTP4A1"
"M1"	"DPYSL4"	"MTHFD2"
"M1"	"DPYSL4"	"OLIG3"
"M1"	"DPYSL4"	"PAPD5"
"M1"	"DPYSL4"	"EBNA1BP2"
"M1"	"DPYSL4"	"LSM1"
"M1"	"DPYSL4"	"DCUN1D5"
"M1"	"DPYSL4"	"IMPDH2"
"M1"	"DPYSL4"	"RAB13"
"M1"	"DPYSL4"	"RNF180"
"M1"	"DPYSL4"	"COG2"
"M1"	"DPYSL4"	"PSMB4"
"M1"	"DPYSL4"	"ACTR10"
"M1"	"DPYSL4"	"COTL1"
"M1"	"DPYSL4"	"SF3B3"
"M1"	"DPYSL4"	"CYSTM1"
"M1"	"DPYSL4"	"DKKL1"
"M1"	"DPYSL4"	"VPS41"
"M1"	"DPYSL4"	"PYY"
"M1"	"DPYSL4"	"CHMP2B"
"M1"	"DPYSL4"	"STMN2"
"M1"	"DPYSL4"	"PLP1"
"M1"	"DPYSL4"	"SCYL1"
"M1"	"DPYSL4"	"GUSB"
"M1"	"DPYSL4"	"SERPINH1"
"M1"	"DPYSL4"	"POLR2D"
"M1"	"DPYSL4"	"TRAPPC6A"
"M1"	"DPYSL4"	"PCDHA8"
"M1"	"DPYSL4"	"AQP11"
"M1"	"DPYSL4"	"DUSP21"
"M1"	"DPYSL4"	"NDUFS2"
"M1"	"DPYSL4"	"POLR1A"
"M1"	"DPYSL4"	"MYL3"
"M1"	"DPYSL4"	"SDF4"
"M1"	"DPYSL4"	"PLBD1"
"M1"	"DPYSL4"	"PCDH20"
"M1"	"DPYSL4"	"PDLIM3"
"M1"	"DPYSL4"	"CCDC14"
"M1"	"DPYSL4"	"KRT27"
"M1"	"DPYSL4"	"C11orf57"
"M1"	"DPYSL4"	"DHX35"
"M1"	"DPYSL4"	"TM4SF19"
"M1"	"DPYSL4"	"CYP24A1"
"M1"	"DPYSL4"	"SUMF2"
"M1"	"DPYSL4"	"PTPN18"
"M1"	"DPYSL4"	"SLC9A8"
"M1"	"DPYSL4"	"DOT1L"
"M1"	"DPYSL4"	"SYN1"
"M1"	"DPYSL4"	"TTC26"
"M1"	"CYCS"	"GIT1"
"M1"	"CYCS"	"RNF39"
"M1"	"CYCS"	"CD59"
"M1"	"CYCS"	"TIMP2"
"M1"	"CYCS"	"MYO16"
"M1"	"CYCS"	"REV3L"
"M1"	"CYCS"	"HIPK3"
"M1"	"CYCS"	"AHRR"
"M1"	"CYCS"	"CBLL1"
"M1"	"CYCS"	"PTP4A1"
"M1"	"CYCS"	"PABPC3"
"M1"	"CYCS"	"CTSG"
"M1"	"CYCS"	"ABHD4"
"M1"	"CYCS"	"TBC1D13"
"M1"	"CYCS"	"RBBP9"
"M1"	"MIP"	"TGFBRAP1"
"M1"	"GATAD2A"	"CDKN1A"
"M1"	"GZMA"	"CCL2"
"M1"	"GZMA"	"SQSTM1"
"M1"	"GZMA"	"CRLF1"
"M1"	"GZMA"	"ABCC3"
"M1"	"GZMA"	"UNC5C"
"M1"	"GZMA"	"DUSP2"
"M1"	"RPS6KC1"	"STAB1"
"M1"	"RPS6KC1"	"ADAM22"
"M1"	"RPS6KC1"	"APOD"
"M1"	"RPS6KC1"	"TUBA1C"
"M1"	"CXCL1"	"TNPO1"
"M1"	"CXCL1"	"PYHIN1"
"M1"	"CXCL1"	"DOCK4"
"M1"	"CXCL1"	"BCL9L"
"M1"	"CXCL1"	"DUSP1"
"M1"	"CXCL1"	"SNTA1"
"M1"	"CXCL1"	"EIF3J"
"M1"	"CXCL1"	"MIF4GD"
"M1"	"CXCL1"	"ROBO4"
"M1"	"CXCL1"	"NEK7"
"M1"	"CXCL1"	"IFITM3"
"M1"	"CXCL1"	"MOGAT3"
"M1"	"CXCL1"	"CCDC14"
"M1"	"MYSM1"	"TMEM30B"
"M1"	"MYSM1"	"TSC22D3"
"M1"	"MYSM1"	"VLDLR"
"M1"	"MYSM1"	"SGPP1"
"M1"	"MYSM1"	"CERS2"
"M1"	"MYSM1"	"COG1"
"M1"	"MYSM1"	"SDC4"
"M1"	"MYSM1"	"C14orf1"
"M1"	"MYSM1"	"APOA4"
"M1"	"MYSM1"	"INO80"
"M1"	"MYSM1"	"TH"
"M1"	"MYSM1"	"FGF8"
"M1"	"MYSM1"	"PTP4A1"
"M1"	"MYSM1"	"NGFRAP1"
"M1"	"MYSM1"	"MIEF1"
"M1"	"MYSM1"	"NNT"
"M1"	"MYSM1"	"NUDT7"
"M1"	"MYSM1"	"CXCL5"
"M1"	"MYSM1"	"BMP15"
"M1"	"MYSM1"	"AEN"
"M1"	"MYSM1"	"EXOC2"
"M1"	"MYSM1"	"SPDL1"
"M1"	"MYSM1"	"PYROXD1"
"M1"	"MYSM1"	"COL23A1"
"M1"	"SLBP"	"CCDC57"
"M1"	"SLBP"	"FEM1A"
"M1"	"SLBP"	"CAV1"
"M1"	"SLBP"	"TBC1D4"
"M1"	"SLBP"	"GAPDH"
"M1"	"SLBP"	"AMT"
"M1"	"SLBP"	"JAKMIP2"
"M1"	"LMX1A"	"CNN1"
"M1"	"LMX1A"	"RGPD6"
"M1"	"LMX1A"	"PPP4R2"
"M1"	"LMX1A"	"BAALC"
"M1"	"COMMD4"	"SRPX"
"M1"	"SLIT3"	"NRTN"
"M1"	"SLIT3"	"KLHDC9"
"M1"	"SLIT3"	"ACR"
"M1"	"SLIT3"	"PPP4R4"
"M1"	"TEAD1"	"WIF1"
"M1"	"TEAD1"	"RIMS4"
"M1"	"TEAD1"	"UNC5C"
"M1"	"TEAD1"	"DUSP2"
"M1"	"POLR1C"	"DHRS13"
"M1"	"BUB1"	"TK1"
"M1"	"BUB1"	"RAD18"
"M1"	"BUB1"	"DUSP1"
"M1"	"BUB1"	"PFN2"
"M1"	"BUB1"	"NMT2"
"M1"	"BUB1"	"PTP4A1"
"M1"	"BUB1"	"CACNA1B"
"M1"	"BUB1"	"DBNDD2"
"M1"	"BUB1"	"TOX4"
"M1"	"BUB1"	"SENP2"
"M1"	"BUB1"	"MRPL12"
"M1"	"CSF1"	"PATZ1"
"M1"	"CSF1"	"LPA"
"M1"	"CSF1"	"RPS16"
"M1"	"CSF1"	"STX12"
"M1"	"CSF1"	"ATOX1"
"M1"	"CSF1"	"EIF3I"
"M1"	"CSF1"	"WDR35"
"M1"	"CSF1"	"NVL"
"M1"	"CSF1"	"PTP4A1"
"M1"	"CSF1"	"MUC2"
"M1"	"CSF1"	"POLR3H"
"M1"	"CSF1"	"CHD7"
"M1"	"C9orf3"	"MOXD1"
"M1"	"C9orf3"	"PLA2G1B"
"M1"	"C9orf3"	"LCOR"
"M1"	"GCKR"	"SHC3"
"M1"	"GCKR"	"SERPINB8"
"M1"	"GCKR"	"XRCC4"
"M1"	"GCKR"	"CYP2D6"
"M1"	"GCKR"	"CCDC176"
"M1"	"GCKR"	"CTLA4"
"M1"	"GCKR"	"DDX19B"
"M1"	"GCKR"	"CAPRIN2"
"M1"	"HGF"	"RFX5"
"M1"	"HGF"	"SERPINA12"
"M1"	"HGF"	"SHMT2"
"M1"	"HGF"	"MYPN"
"M1"	"HGF"	"RAD21L1"
"M1"	"HGF"	"ALDH1A3"
"M1"	"HGF"	"EEF1G"
"M1"	"HGF"	"CACNA1H"
"M1"	"HGF"	"PYROXD1"
"M1"	"HGF"	"COA3"
"M1"	"HGF"	"ALPPL2"
"M1"	"MYH7"	"SYP"
"M1"	"MYH7"	"LAMB3"
"M1"	"MYH7"	"RASSF5"
"M1"	"MYH7"	"PFN2"
"M1"	"MYH7"	"ADRB2"
"M1"	"MYH7"	"WDR26"
"M1"	"MYH7"	"PTP4A1"
"M1"	"MYH7"	"SUN2"
"M1"	"MYH7"	"RGS19"
"M1"	"MYH7"	"CDH18"
"M1"	"MYH7"	"WASL"
"M1"	"MYH7"	"VEZF1"
"M1"	"MYH7"	"WNT1"
"M1"	"MYH7"	"KCND1"
"M1"	"EID2B"	"CDT1"
"M1"	"EID2B"	"HSPA2"
"M1"	"EID2B"	"SULT1E1"
"M1"	"EID2B"	"AHRR"
"M1"	"GOT2"	"TSPAN7"
"M1"	"C9orf50"	"HIPK3"
"M1"	"C9orf50"	"ABCA6"
"M1"	"CAND2"	"IGFBP4"
"M1"	"CAND2"	"HSPA2"
"M1"	"CAND2"	"DLG2"
"M1"	"CAND2"	"CYP51A1"
"M1"	"NAA15"	"HMGCR"
"M1"	"NAA15"	"BIRC5"
"M1"	"NAA15"	"TGFBRAP1"
"M1"	"NAA15"	"SGK1"
"M1"	"NAA15"	"EPN3"
"M1"	"NAA15"	"CFB"
"M1"	"C1GALT1C1"	"ACADL"
"M1"	"TOP1MT"	"CAV1"
"M1"	"TOP1MT"	"SULF2"
"M1"	"MRPS5"	"VAT1L"
"M1"	"MRPS5"	"NXPH1"
"M1"	"TXNRD2"	"LSAMP"
"M1"	"TXNRD2"	"TIMP3"
"M1"	"TXNRD2"	"SRPX"
"M1"	"LPIN1"	"UTY"
"M1"	"MYBPC3"	"RPL36AL"
"M1"	"MYBPC3"	"MRPS24"
"M1"	"MYBPC3"	"GNG5"
"M1"	"MYBPC3"	"PAK4"
"M1"	"MYBPC3"	"GNG3"
"M1"	"MYBPC3"	"KCNJ10"
"M1"	"MYBPC3"	"NFE2"
"M1"	"DIABLO"	"TP53INP1"
"M1"	"DIABLO"	"OPRD1"
"M1"	"DIABLO"	"TUBB1"
"M1"	"DIABLO"	"SLC17A1"
"M1"	"DIABLO"	"GPC3"
"M1"	"DIABLO"	"PTP4A1"
"M1"	"DIABLO"	"HSPG2"
"M1"	"DIABLO"	"ZNF8"
"M1"	"DIABLO"	"TSC1"
"M1"	"DIABLO"	"SGOL1"
"M1"	"DIABLO"	"TFEB"
"M1"	"DIABLO"	"SESN1"
"M1"	"DIABLO"	"LSMEM1"
"M1"	"DIABLO"	"C19orf54"
"M1"	"DIABLO"	"PPP2R1A"
"M1"	"DIABLO"	"UNC119"
"M1"	"BAHCC1"	"TACC2"
"M1"	"BAHCC1"	"POMC"
"M1"	"BAHCC1"	"USP6"
"M1"	"BAHCC1"	"MEST"
"M1"	"BAHCC1"	"BRCA2"
"M1"	"BAHCC1"	"ADAM22"
"M1"	"BAHCC1"	"MYO18B"
"M1"	"BAHCC1"	"CNOT6L"
"M1"	"BAHCC1"	"UCN"
"M1"	"BAHCC1"	"BBS2"
"M1"	"BAHCC1"	"RBBP6"
"M1"	"BAHCC1"	"IL12B"
"M1"	"BAHCC1"	"PTP4A1"
"M1"	"BAHCC1"	"ATXN10"
"M1"	"BAHCC1"	"SIPA1L3"
"M1"	"BAHCC1"	"EMC7"
"M1"	"BAHCC1"	"STX1A"
"M1"	"BAHCC1"	"ELF1"
"M1"	"BAHCC1"	"BNIP3L"
"M1"	"BAHCC1"	"RASGRP3"
"M1"	"BAHCC1"	"CDC14A"
"M1"	"BAHCC1"	"RAVER1"
"M1"	"BAHCC1"	"MLLT11"
"M1"	"BAHCC1"	"CTDSP1"
"M1"	"BAHCC1"	"RANBP6"
"M1"	"BAHCC1"	"SPACA3"
"M1"	"BAHCC1"	"ZPBP"
"M1"	"BAHCC1"	"FKBP11"
"M1"	"CUL1"	"EPS8L2"
"M1"	"DROSHA"	"EPS8L2"
"M1"	"COL1A2"	"COPS7A"
"M1"	"COL1A2"	"WIPF3"
"M1"	"COL1A2"	"C1QTNF1"
"M1"	"COL1A2"	"MRPS26"
"M1"	"COL1A2"	"CNN1"
"M1"	"COL1A2"	"UMOD"
"M1"	"COL1A2"	"HIST1H3H"
"M1"	"COL1A2"	"EVC2"
"M1"	"COL1A2"	"H2BFM"
"M1"	"COL1A2"	"RFX5"
"M1"	"COL1A2"	"FNIP1"
"M1"	"COL1A2"	"PID1"
"M1"	"COL1A2"	"CD99"
"M1"	"COL1A2"	"NR2C2AP"
"M1"	"COL1A2"	"CHMP3"
"M1"	"COL1A2"	"SYTL4"
"M1"	"COL1A2"	"PCNT"
"M1"	"COL1A2"	"CDKN2A"
"M1"	"COL1A2"	"ZCCHC11"
"M1"	"COL1A2"	"TIMP2"
"M1"	"COL1A2"	"TRAPPC5"
"M1"	"COL1A2"	"ARHGEF5"
"M1"	"COL1A2"	"POU1F1"
"M1"	"COL1A2"	"TYRO3"
"M1"	"COL1A2"	"ERAS"
"M1"	"COL1A2"	"MEIS2"
"M1"	"COL1A2"	"RASA3"
"M1"	"COL1A2"	"A1BG"
"M1"	"COL1A2"	"TAF1A"
"M1"	"COL1A2"	"KIRREL"
"M1"	"COL1A2"	"PTP4A1"
"M1"	"COL1A2"	"SUN2"
"M1"	"COL1A2"	"DLG2"
"M1"	"COL1A2"	"PDP2"
"M1"	"COL1A2"	"GID8"
"M1"	"COL1A2"	"SLX4"
"M1"	"COL1A2"	"NAT10"
"M1"	"COL1A2"	"WDHD1"
"M1"	"COL1A2"	"ARNTL2"
"M1"	"COL1A2"	"MID1IP1"
"M1"	"COL1A2"	"BPIFA1"
"M1"	"COL1A2"	"DSN1"
"M1"	"COL1A2"	"MTCP1"
"M1"	"COL1A2"	"TPRN"
"M1"	"COL1A2"	"KCNJ12"
"M1"	"COL1A2"	"RGS3"
"M1"	"COL1A2"	"RTN4IP1"
"M1"	"COL1A2"	"FGR"
"M1"	"COL1A2"	"RGS9BP"
"M1"	"COL1A2"	"ZNF383"
"M1"	"COL1A2"	"VSIG10"
"M1"	"COL1A2"	"AP4B1"
"M1"	"COL1A2"	"PPFIBP1"
"M1"	"COL1A2"	"DHX37"
"M1"	"COL1A2"	"TNFAIP8"
"M1"	"COL1A2"	"RLN3"
"M1"	"GGA3"	"ATG16L2"
"M1"	"IGFBP4"	"HIST1H4E"
"M1"	"IGFBP4"	"GPI"
"M1"	"IGFBP4"	"CCDC57"
"M1"	"IGFBP4"	"WBP5"
"M1"	"IGFBP4"	"MYO18B"
"M1"	"IGFBP4"	"PHACTR4"
"M1"	"IGFBP4"	"CNEP1R1"
"M1"	"IGFBP4"	"ZNRF3"
"M1"	"IGFBP4"	"AHRR"
"M1"	"IGFBP4"	"CBLL1"
"M1"	"IGFBP4"	"CSRP3"
"M1"	"IGFBP4"	"MYCBP"
"M1"	"IGFBP4"	"ALOX12"
"M1"	"IGFBP4"	"PKN2"
"M1"	"IGFBP4"	"ARFGAP1"
"M1"	"IGFBP4"	"NUP43"
"M1"	"IGFBP4"	"HSPB3"
"M1"	"IGFBP4"	"PNPLA6"
"M1"	"IGFBP4"	"RGCC"
"M1"	"IGFBP4"	"CARD11"
"M1"	"ODF2"	"GET4"
"M1"	"ODF2"	"DHRS13"
"M1"	"PRL"	"EPHA7"
"M1"	"PRL"	"SETD1A"
"M1"	"PRL"	"YIPF6"
"M1"	"PRL"	"ZNF101"
"M1"	"PRL"	"MAFK"
"M1"	"PRL"	"DYRK1A"
"M1"	"PRL"	"EMILIN1"
"M1"	"PRL"	"NR1H4"
"M1"	"PRL"	"RET"
"M1"	"PRL"	"NEK1"
"M1"	"PRL"	"NTRK2"
"M1"	"PRL"	"NR2C2AP"
"M1"	"PRL"	"BCAR3"
"M1"	"PRL"	"NPAS4"
"M1"	"PRL"	"RXRB"
"M1"	"PRL"	"CNOT6"
"M1"	"PRL"	"INO80"
"M1"	"PRL"	"RAB32"
"M1"	"PRL"	"TSG101"
"M1"	"PRL"	"SLC3A2"
"M1"	"PRL"	"WDR12"
"M1"	"PRL"	"CSRNP1"
"M1"	"PRL"	"MLLT1"
"M1"	"PRL"	"RBBP8"
"M1"	"PRL"	"ACKR3"
"M1"	"PRL"	"PTGDS"
"M1"	"PRL"	"TESK1"
"M1"	"PRL"	"LCOR"
"M1"	"PRL"	"KRT8"
"M1"	"PRL"	"TM9SF1"
"M1"	"PRL"	"CEP250"
"M1"	"PRL"	"HPRT1"
"M1"	"PRL"	"OS9"
"M1"	"PRL"	"SLC7A7"
"M1"	"PRL"	"RASA3"
"M1"	"PRL"	"MCFD2"
"M1"	"PRL"	"SH3GLB1"
"M1"	"PRL"	"ADRB2"
"M1"	"PRL"	"TIPIN"
"M1"	"PRL"	"KDM3A"
"M1"	"PRL"	"AHRR"
"M1"	"PRL"	"SARNP"
"M1"	"PRL"	"CBLL1"
"M1"	"PRL"	"VPS28"
"M1"	"PRL"	"C19orf25"
"M1"	"PRL"	"CSRP3"
"M1"	"PRL"	"CTBS"
"M1"	"PRL"	"MPPED1"
"M1"	"PRL"	"IL1RAP"
"M1"	"PRL"	"PTP4A1"
"M1"	"PRL"	"PLEKHG2"
"M1"	"PRL"	"RAB36"
"M1"	"PRL"	"ZSWIM3"
"M1"	"PRL"	"FCHO2"
"M1"	"PRL"	"NT5E"
"M1"	"PRL"	"GRB7"
"M1"	"PRL"	"POLR3H"
